NOM_PROV;NOM_MUN;DESC_NIVEL;DESC_TURNO;NUM_ALUMNOS;CLASS
ALICANTE/ALACANT;AGOST;NIVEL 1;DIURNO;6;Bajo
ALICANTE/ALACANT;AGOST;NIVEL 1;VESPERTINO;1;Bajo
ALICANTE/ALACANT;AGOST;PREP. PRUEBA GES - MÍNIMO;OTROS;3;Bajo
ALICANTE/ALACANT;AGOST;PREP. PRUEBA GES - MÍNIMO;DIURNO;1;Bajo
ALICANTE/ALACANT;AGOST;PREP. PRUEBA GES - MÍNIMO;VESPERTINO;21;Medio
ALICANTE/ALACANT;AGOST;CERT. CONOC. VALENCIANO - A2;VESPERTINO;10;Bajo
ALICANTE/ALACANT;AGOST;CERT. CONOC. VALENCIANO - B2;DIURNO;5;Bajo
ALICANTE/ALACANT;AGOST;CERT. CONOC. VALENCIANO - B2;VESPERTINO;1;Bajo
ALICANTE/ALACANT;AGOST;INGLÉS A1 - 2 HORAS;DIURNO;14;Medio
ALICANTE/ALACANT;AGOST;INGLÉS A1 - 2 HORAS;VESPERTINO;2;Bajo
ALICANTE/ALACANT;AGOST;INGLÉS A2 - 2 HORAS;DIURNO;1;Bajo
ALICANTE/ALACANT;AGOST;INGLÉS A2 - 2 HORAS;VESPERTINO;15;Medio
ALICANTE/ALACANT;AGOST;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;VESPERTINO;16;Medio
ALICANTE/ALACANT;AGOST;FRANCÉS A1;OTROS;1;Bajo
ALICANTE/ALACANT;AGOST;FRANCÉS A1;VESPERTINO;14;Medio
ALICANTE/ALACANT;AGOST;CASTELLANO LE - A1 MÍNIMO;DIURNO;16;Medio
ALICANTE/ALACANT;ALBATERA;GES 1;VESPERTINO;21;Medio
ALICANTE/ALACANT;ALBATERA;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;20;Medio
ALICANTE/ALACANT;ALBATERA;CASTELLANO LE - A1 MÍNIMO;DIURNO;11;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;NIVEL 1;DIURNO;11;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;NIVEL 1;VESPERTINO;5;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;NIVEL 2;DIURNO;15;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;NIVEL 2;VESPERTINO;3;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;NIVEL 3;DIURNO;9;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;NIVEL 3;VESPERTINO;10;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;NIVEL 3;MATUTINO;1;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;GES 1;DIURNO;25;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;GES 1;VESPERTINO;4;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;GES 2;OTROS;14;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;GES 2;DIURNO;17;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;GES 2;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;GES 2;NOCTURNO;16;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;GES 1 - SEMIPRESENCIAL;DIURNO;7;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;GES 1 - SEMIPRESENCIAL;VESPERTINO;12;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;GES 2 - SEMIPRESENCIAL;DIURNO;2;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;GES 2 - SEMIPRESENCIAL;VESPERTINO;25;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - B2;DIURNO;43;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - B2;VESPERTINO;7;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - C1;DIURNO;1;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - C2;DIURNO;14;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - C2;VESPERTINO;8;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - C2;MATUTINO;1;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - A2 ORAL;OTROS;1;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - A2 ORAL;DIURNO;35;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;CERT. CONOC. VALENCIANO - A2 ORAL;VESPERTINO;17;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;ACCESO UNIV. M25 (D - CCSS Y JUR. MAT);DIURNO;23;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;ACCESO UNIV. M25 (D - CCSS Y JUR. MAT);VESPERTINO;18;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;INGLÉS A1 - 2 HORAS;OTROS;4;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;INGLÉS A1 - 2 HORAS;DIURNO;63;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;INGLÉS A1 - 2 HORAS;VESPERTINO;29;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;INGLÉS A2 - 2 HORAS;DIURNO;27;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;INGLÉS A2 - 2 HORAS;VESPERTINO;59;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;FRANCÉS A1;DIURNO;18;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;FRANCÉS A1;VESPERTINO;26;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;FRANCÉS A2;DIURNO;10;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;FRANCÉS A2;VESPERTINO;22;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;COMPETENCIA DIGITAL - NIVEL 1;DIURNO;7;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;COMPETENCIA DIGITAL - NIVEL 1;VESPERTINO;14;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;CASTELLANO LE - A1 MÍNIMO;OTROS;2;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CASTELLANO LE - A1 MÍNIMO;DIURNO;68;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;3;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CASTELLANO LE - A2 MÍNIMO;DIURNO;8;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;6;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;DIGCOMP-A1;DIURNO;18;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;DIGCOMP-A1;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;DIGCOMP-A2;OTROS;1;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;DIGCOMP-A2;DIURNO;19;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;DIGCOMP-A2;VESPERTINO;22;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;COMPETENCIAS CLAVE - NIVEL 2;DIURNO;10;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CREACIÓN Y EXPRESIÓN LITERARIA - 2H;DIURNO;20;Medio
ALICANTE/ALACANT;ALCOI/ALCOY;CREACIÓN Y EXPRESIÓN LITERARIA - 2H;VESPERTINO;3;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CONOCIMIENTO PERSONAL Y SOCIOCULTURAL - 2H;OTROS;2;Bajo
ALICANTE/ALACANT;ALCOI/ALCOY;CONOCIMIENTO PERSONAL Y SOCIOCULTURAL - 2H;DIURNO;39;Alto
ALICANTE/ALACANT;ALCOI/ALCOY;CONOCIMIENTO PERSONAL Y SOCIOCULTURAL - 2H;VESPERTINO;4;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;DIURNO;13;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;MATUTINO;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;OTROS;6;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;DIURNO;8;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;VESPERTINO;11;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;MATUTINO;16;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;OTROS;10;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;DIURNO;22;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;VESPERTINO;18;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;MATUTINO;9;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;OTROS;14;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;DIURNO;16;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;VESPERTINO;19;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;MATUTINO;26;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1 - SEMIPRESENCIAL;OTROS;6;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1 - SEMIPRESENCIAL;DIURNO;22;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1 - SEMIPRESENCIAL;MATUTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2 - SEMIPRESENCIAL;OTROS;10;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2 - SEMIPRESENCIAL;DIURNO;31;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2 - SEMIPRESENCIAL;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2 - SEMIPRESENCIAL;MATUTINO;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - A1 ORAL;DIURNO;26;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - A1 ORAL;VESPERTINO;10;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - A1 ORAL;MATUTINO;8;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B1 ORAL;DIURNO;27;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B1 ORAL;VESPERTINO;4;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B1 ORAL;MATUTINO;5;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1 ORAL;DIURNO;31;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1 ORAL;VESPERTINO;10;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1 ORAL;MATUTINO;5;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (A - ARTES Y HUMANIDADES);MATUTINO;5;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (B - CIENCIAS);DIURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (C - CIENCIAS DE LA SALUD);DIURNO;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (C - CIENCIAS DE LA SALUD);VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (C - CIENCIAS DE LA SALUD);MATUTINO;19;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (D - CCSS Y JUR. MAT);DIURNO;8;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (D - CCSS Y JUR. MAT);VESPERTINO;28;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (D - CCSS Y JUR. MAT);MATUTINO;15;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;OTROS;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;DIURNO;47;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;VESPERTINO;6;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;MATUTINO;18;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;DIURNO;63;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;VESPERTINO;11;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;MATUTINO;4;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;DIURNO;23;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;VESPERTINO;39;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;MATUTINO;24;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS A1;DIURNO;25;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS A1;MATUTINO;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS A2;DIURNO;16;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS A2;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS A2;MATUTINO;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 1;VESPERTINO;21;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 2;DIURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 2;VESPERTINO;17;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 2;MATUTINO;19;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A1 MÍNIMO;DIURNO;12;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;8;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A1 MÍNIMO;MATUTINO;15;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A2 MÍNIMO;DIURNO;29;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A2 MÍNIMO;MATUTINO;13;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIAS CLAVE - NIVEL 2;OTROS;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIAS CLAVE - NIVEL 2;DIURNO;9;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIAS CLAVE - NIVEL 2;VESPERTINO;3;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CREACIÓN Y EXPRESIÓN LITERARIA - 2H;DIURNO;3;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CREACIÓN Y EXPRESIÓN LITERARIA - 2H;VESPERTINO;9;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CREACIÓN Y EXPRESIÓN LITERARIA - 2H;MATUTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CULTURA CIENTÍFICA Y TECNOLÓGICA - 2H;DIURNO;3;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CULTURA CIENTÍFICA Y TECNOLÓGICA - 2H;VESPERTINO;11;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;CONOCIMIENTO PERSONAL Y SOCIOCULTURAL - 2H;DIURNO;4;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CONOCIMIENTO PERSONAL Y SOCIOCULTURAL - 2H;VESPERTINO;10;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;EXPRESIÓN ARTÍSTICA Y PLÁSTICA - 3H;DIURNO;5;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;EXPRESIÓN ARTÍSTICA Y PLÁSTICA - 3H;MATUTINO;12;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;DIURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;VESPERTINO;11;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;DIURNO;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;VESPERTINO;5;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;MATUTINO;22;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;DIURNO;4;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;MATUTINO;29;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;MATUTINO;25;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2 - SEMIPRESENCIAL;VESPERTINO;27;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2 - SEMIPRESENCIAL;MATUTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - A2;VESPERTINO;26;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B1;VESPERTINO;16;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1;DIURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1;VESPERTINO;17;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (COMUNES - INTENSIVO);VESPERTINO;36;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;VESPERTINO;54;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;MATUTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;DIURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;VESPERTINO;42;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;47;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;25;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CULTURA, PATRIMONIO Y MEMORIA HISTÓRICA - 3H;VESPERTINO;54;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CULTURA, PATRIMONIO Y MEMORIA HISTÓRICA - 3H;MATUTINO;8;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 2;VESPERTINO;16;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;VESPERTINO;24;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;VESPERTINO;28;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;VESPERTINO;25;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - A2;VESPERTINO;20;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B2;VESPERTINO;22;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1;VESPERTINO;26;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;VESPERTINO;31;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;VESPERTINO;25;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;28;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;DIGCOMP-A1;VESPERTINO;45;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;DIGCOMP-A2;VESPERTINO;14;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;OTROS;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;DIURNO;10;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 2;DIURNO;17;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 2;NOCTURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;DIURNO;58;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;VESPERTINO;3;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;OTROS;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;DIURNO;92;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;NOCTURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;DIURNO;121;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;NOCTURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2 - SEMIPRESENCIAL;DIURNO;49;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;PREP. P.A. CFGS-A;DIURNO;49;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;PREP. P.A. CFGS-C;DIURNO;27;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;PREP. OBTENCIÓN DEL TÍTULO DE TÉCNICO;DIURNO;26;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - A1;DIURNO;64;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B1;OTROS;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B1;DIURNO;62;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B2;OTROS;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - B2;DIURNO;53;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1;OTROS;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C1;DIURNO;69;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CERT. CONOC. VALENCIANO - C2;DIURNO;35;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (A - ARTES Y HUMANIDADES);DIURNO;11;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (B - CIENCIAS);DIURNO;17;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (C - CIENCIAS DE LA SALUD);DIURNO;25;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (D - CCSS Y JUR. MAT);DIURNO;32;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ACCESO UNIV. M25 (E - ING. Y ARQ);DIURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A1 INTERMEDIO;DIURNO;54;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - A2 INTERMEDIO;DIURNO;58;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;CASTELLANO LE - B1 INTERMEDIO;DIURNO;56;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A1 - 2 HORAS;DIURNO;74;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;OTROS;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS A2 - 2 HORAS;DIURNO;185;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;DIURNO;134;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS A1;DIURNO;60;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS A2;DIURNO;39;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;FRANCÉS B1 (PREINTERMEDIO);DIURNO;26;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ALEMÁN A1;DIURNO;24;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ALEMÁN A2;DIURNO;23;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ITALIANO A1;OTROS;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;ITALIANO A1;DIURNO;29;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;ITALIANO A2;DIURNO;29;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 1;DIURNO;54;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 2;DIURNO;38;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 2;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;COMPETENCIA DIGITAL - NIVEL 3;DIURNO;88;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;INTERCAMBIO COMUNICATIVO EN LENGUAS EXTRANJERAS - 2H;OTROS;2;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;INTERCAMBIO COMUNICATIVO EN LENGUAS EXTRANJERAS - 2H;DIURNO;105;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;OTROS;4;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 1;VESPERTINO;6;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 2;OTROS;3;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 2;VESPERTINO;7;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 2;NOCTURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;OTROS;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;DIURNO;1;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;VESPERTINO;18;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;NIVEL 3;MATUTINO;23;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;OTROS;13;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;VESPERTINO;10;Bajo
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 1;MATUTINO;25;Alto
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;OTROS;20;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;VESPERTINO;13;Medio
ALICANTE/ALACANT;ALACANT/ALICANTE;GES 2;MATUTINO;13;Medio
