NOM_PROV;NOM_MUN;DESC_NIVEL;DESC_TURNO;NUM_ALUMNOS;CLASS
ALICANTE/ALACANT;IBI;CONFECCIÓN, TEXTIL Y MANUFACTURA - 2H;MATUTINO;13;Medio
ALICANTE/ALACANT;IBI;CONFECCIÓN, TEXTIL Y MANUFACTURA - 3H;VESPERTINO;8;Bajo
ALICANTE/ALACANT;IBI;CONFECCIÓN, TEXTIL Y MANUFACTURA - 3H;MATUTINO;13;Medio
ALICANTE/ALACANT;XÀBIA/JÁVEA;NIVEL 1;OTROS;11;Medio
ALICANTE/ALACANT;XÀBIA/JÁVEA;NIVEL 2;OTROS;11;Medio
ALICANTE/ALACANT;XÀBIA/JÁVEA;NIVEL 2;NOCTURNO;1;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;NIVEL 3;OTROS;18;Medio
ALICANTE/ALACANT;XÀBIA/JÁVEA;NIVEL 3;VESPERTINO;1;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;NIVEL 3;NOCTURNO;1;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;GES 1;OTROS;9;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;GES 2;OTROS;20;Medio
ALICANTE/ALACANT;XÀBIA/JÁVEA;GES 2;NOCTURNO;1;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;CERT. CONOC. VALENCIANO - A2;OTROS;13;Medio
ALICANTE/ALACANT;XÀBIA/JÁVEA;CERT. CONOC. VALENCIANO - B1;OTROS;7;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;CERT. CONOC. VALENCIANO - C1;OTROS;14;Medio
ALICANTE/ALACANT;XÀBIA/JÁVEA;CERT. CONOC. VALENCIANO - C2;OTROS;8;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;CASTELLANO LE - A1 INTERMEDIO;OTROS;64;Alto
ALICANTE/ALACANT;XÀBIA/JÁVEA;CASTELLANO LE - A2 INTERMEDIO;OTROS;23;Alto
ALICANTE/ALACANT;XÀBIA/JÁVEA;CERTIFICACIÓN NACIONALIDAD ESPAÑOLA;OTROS;9;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;INGLÉS A1 - 2 HORAS;OTROS;8;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;INGLÉS A1 - 2 HORAS;VESPERTINO;1;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;INGLÉS A2 - 2 HORAS;OTROS;3;Bajo
ALICANTE/ALACANT;XÀBIA/JÁVEA;COMPETENCIA DIGITAL - NIVEL 1;OTROS;26;Alto
ALICANTE/ALACANT;MONFORTE DEL CID;NIVEL 1;OTROS;4;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;NIVEL 2;OTROS;8;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;NIVEL 3;OTROS;10;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;GES 1;OTROS;14;Medio
ALICANTE/ALACANT;MONFORTE DEL CID;PREP. PRUEBA GES - INTENSIVO;OTROS;22;Alto
ALICANTE/ALACANT;MONFORTE DEL CID;CERT. CONOC. VALENCIANO - B1;OTROS;9;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;CERT. CONOC. VALENCIANO - C1;OTROS;11;Medio
ALICANTE/ALACANT;MONFORTE DEL CID;CASTELLANO LE - A2 INTERMEDIO;OTROS;10;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;INGLÉS A1 - 2 HORAS;OTROS;9;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;OTROS;8;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;CASTELLANO LE - A1 MÍNIMO;OTROS;9;Bajo
ALICANTE/ALACANT;MONFORTE DEL CID;ARTESANÍA Y MANUALIDADES - 3H;OTROS;13;Medio
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 1;OTROS;7;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 1;VESPERTINO;2;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 1;MATUTINO;2;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 2;OTROS;9;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 2;VESPERTINO;1;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 2;MATUTINO;2;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 3;OTROS;18;Medio
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 3;VESPERTINO;6;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;NIVEL 3;MATUTINO;1;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;GES 1;OTROS;6;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;GES 1;VESPERTINO;19;Medio
ALICANTE/ALACANT;MONÒVER/MONÓVAR;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;49;Alto
ALICANTE/ALACANT;MONÒVER/MONÓVAR;PREP. PRUEBA GES - INTENSIVO;MATUTINO;1;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;CERT. CONOC. VALENCIANO - A1;VESPERTINO;11;Medio
ALICANTE/ALACANT;MONÒVER/MONÓVAR;CERT. CONOC. VALENCIANO - B1;VESPERTINO;13;Medio
ALICANTE/ALACANT;MONÒVER/MONÓVAR;CERT. CONOC. VALENCIANO - C1;VESPERTINO;13;Medio
ALICANTE/ALACANT;MONÒVER/MONÓVAR;ACCESO UNIV. M25 (COMUNES - INTENSIVO);VESPERTINO;9;Bajo
ALICANTE/ALACANT;MONÒVER/MONÓVAR;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;10;Bajo
ALICANTE/ALACANT;MUTXAMEL;NIVEL 1;VESPERTINO;3;Bajo
ALICANTE/ALACANT;MUTXAMEL;NIVEL 3;VESPERTINO;8;Bajo
ALICANTE/ALACANT;MUTXAMEL;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;24;Alto
ALICANTE/ALACANT;NOVELDA;NIVEL 2;OTROS;7;Bajo
ALICANTE/ALACANT;NOVELDA;NIVEL 3;OTROS;9;Bajo
ALICANTE/ALACANT;NOVELDA;NIVEL 3;NOCTURNO;1;Bajo
ALICANTE/ALACANT;NOVELDA;GES 1;OTROS;33;Alto
ALICANTE/ALACANT;NOVELDA;GES 2;OTROS;90;Alto
ALICANTE/ALACANT;NOVELDA;PREP. PRUEBA BACHILLER - TRONCALES Y DE MODALIDAD;OTROS;4;Bajo
ALICANTE/ALACANT;NOVELDA;CURSO PREP. P.A. CFGS-A;OTROS;7;Bajo
ALICANTE/ALACANT;NOVELDA;CURSO PREP. P.A. CFGS-C;OTROS;4;Bajo
ALICANTE/ALACANT;NOVELDA;CERT. CONOC. VALENCIANO - A1;OTROS;23;Alto
ALICANTE/ALACANT;NOVELDA;CERT. CONOC. VALENCIANO - B1 ORAL;OTROS;23;Alto
ALICANTE/ALACANT;NOVELDA;CERT. CONOC. VALENCIANO - B2 ORAL;OTROS;20;Medio
ALICANTE/ALACANT;NOVELDA;CERT. CONOC. VALENCIANO - C1 ORAL;OTROS;52;Alto
ALICANTE/ALACANT;NOVELDA;CERT. CONOC. VALENCIANO - C2 ORAL;OTROS;24;Alto
ALICANTE/ALACANT;NOVELDA;ACCESO UNIV. M25 (A - ARTES Y HUMANIDADES);OTROS;5;Bajo
ALICANTE/ALACANT;NOVELDA;ACCESO UNIV. M25 (B - CIENCIAS);OTROS;8;Bajo
ALICANTE/ALACANT;NOVELDA;ACCESO UNIV. M25 (C - CIENCIAS DE LA SALUD);OTROS;1;Bajo
ALICANTE/ALACANT;NOVELDA;CASTELLANO LE - A2 INTERMEDIO;OTROS;11;Medio
ALICANTE/ALACANT;NOVELDA;INGLÉS A1 - 2 HORAS;OTROS;24;Alto
ALICANTE/ALACANT;NOVELDA;INGLÉS A2 - 2 HORAS;OTROS;24;Alto
ALICANTE/ALACANT;NOVELDA;COMPETENCIA DIGITAL 4T - NIVEL 1;OTROS;9;Bajo
ALICANTE/ALACANT;NOVELDA;COMPETENCIA DIGITAL 4T - NIVEL 2;OTROS;7;Bajo
ALICANTE/ALACANT;NOVELDA;COMPETENCIA DIGITAL 4T - NIVEL 3;OTROS;6;Bajo
ALICANTE/ALACANT;NOVELDA;CULTURA CIENTÍFICA Y TECNOLÓGICA - 2H;OTROS;5;Bajo
ALICANTE/ALACANT;NOVELDA;ACTIVIDADES FÍSICAS Y DEPORTIVAS - 3H;OTROS;54;Alto
ALICANTE/ALACANT;NOVELDA;ARTESANÍA Y MANUALIDADES - 3H;OTROS;62;Alto
ALICANTE/ALACANT;NOVELDA;COCINA Y GASTRONOMÍA - 3H;OTROS;18;Medio
ALICANTE/ALACANT;NUCIA, LA;NIVEL 1;DIURNO;1;Bajo
ALICANTE/ALACANT;NUCIA, LA;NIVEL 1;VESPERTINO;4;Bajo
ALICANTE/ALACANT;NUCIA, LA;NIVEL 2;VESPERTINO;2;Bajo
ALICANTE/ALACANT;NUCIA, LA;NIVEL 3;VESPERTINO;4;Bajo
ALICANTE/ALACANT;NUCIA, LA;GES 1;VESPERTINO;14;Medio
ALICANTE/ALACANT;NUCIA, LA;GES 2;VESPERTINO;25;Alto
ALICANTE/ALACANT;NUCIA, LA;CERT. CONOC. VALENCIANO - A1;VESPERTINO;15;Medio
ALICANTE/ALACANT;NUCIA, LA;CERT. CONOC. VALENCIANO - A2;VESPERTINO;15;Medio
ALICANTE/ALACANT;NUCIA, LA;CERT. CONOC. VALENCIANO - B1;VESPERTINO;8;Bajo
ALICANTE/ALACANT;NUCIA, LA;CERT. CONOC. VALENCIANO - B2;VESPERTINO;12;Medio
ALICANTE/ALACANT;NUCIA, LA;CERT. CONOC. VALENCIANO - C1;VESPERTINO;11;Medio
ALICANTE/ALACANT;NUCIA, LA;INGLÉS B1 (PREINTERMEDIO) - 2 HORAS;VESPERTINO;12;Medio
ALICANTE/ALACANT;NUCIA, LA;ALEMÁN B1 (PREPARACIÓN);VESPERTINO;3;Bajo
ALICANTE/ALACANT;NUCIA, LA;CASTELLANO LE - A1 MÍNIMO;DIURNO;1;Bajo
ALICANTE/ALACANT;NUCIA, LA;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;21;Medio
ALICANTE/ALACANT;NUCIA, LA;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;18;Medio
ALICANTE/ALACANT;NUCIA, LA;CASTELLANO LE - B1 MÍNIMO;VESPERTINO;10;Bajo
ALICANTE/ALACANT;NUCIA, LA;CONFECCIÓN, TEXTIL Y MANUFACTURA - 2H;VESPERTINO;13;Medio
ALICANTE/ALACANT;ONDARA;GES 1;VESPERTINO;8;Bajo
ALICANTE/ALACANT;ONDARA;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;17;Medio
ALICANTE/ALACANT;ONDARA;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;22;Alto
ALICANTE/ALACANT;ONDARA;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;13;Medio
ALICANTE/ALACANT;ORIHUELA;NIVEL 1;OTROS;2;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 1;DIURNO;4;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 1;VESPERTINO;29;Alto
ALICANTE/ALACANT;ORIHUELA;NIVEL 1;NOCTURNO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 1;MATUTINO;7;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 2;OTROS;3;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 2;VESPERTINO;10;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 2;NOCTURNO;9;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 2;MATUTINO;2;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 3;OTROS;4;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 3;DIURNO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;NIVEL 3;VESPERTINO;28;Alto
ALICANTE/ALACANT;ORIHUELA;NIVEL 3;NOCTURNO;29;Alto
ALICANTE/ALACANT;ORIHUELA;NIVEL 3;MATUTINO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;GES 1;OTROS;3;Bajo
ALICANTE/ALACANT;ORIHUELA;GES 1;DIURNO;2;Bajo
ALICANTE/ALACANT;ORIHUELA;GES 1;VESPERTINO;19;Medio
ALICANTE/ALACANT;ORIHUELA;GES 1;NOCTURNO;27;Alto
ALICANTE/ALACANT;ORIHUELA;GES 1;MATUTINO;2;Bajo
ALICANTE/ALACANT;ORIHUELA;GES 2;OTROS;17;Medio
ALICANTE/ALACANT;ORIHUELA;GES 2;DIURNO;4;Bajo
ALICANTE/ALACANT;ORIHUELA;GES 2;VESPERTINO;32;Alto
ALICANTE/ALACANT;ORIHUELA;GES 2;NOCTURNO;33;Alto
ALICANTE/ALACANT;ORIHUELA;GES 2;MATUTINO;5;Bajo
ALICANTE/ALACANT;ORIHUELA;GES 2 - SEMIPRESENCIAL;OTROS;38;Alto
ALICANTE/ALACANT;ORIHUELA;GES 2 - SEMIPRESENCIAL;DIURNO;4;Bajo
ALICANTE/ALACANT;ORIHUELA;GES 2 - SEMIPRESENCIAL;VESPERTINO;81;Alto
ALICANTE/ALACANT;ORIHUELA;GES 2 - SEMIPRESENCIAL;MATUTINO;5;Bajo
ALICANTE/ALACANT;ORIHUELA;PREP. PRUEBA GES - INTENSIVO;OTROS;3;Bajo
ALICANTE/ALACANT;ORIHUELA;PREP. PRUEBA GES - INTENSIVO;DIURNO;5;Bajo
ALICANTE/ALACANT;ORIHUELA;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;13;Medio
ALICANTE/ALACANT;ORIHUELA;PREP. PRUEBA GES - INTENSIVO;MATUTINO;2;Bajo
ALICANTE/ALACANT;ORIHUELA;PREP. P.A. CFGS-A;DIURNO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;PREP. P.A. CFGS-A;VESPERTINO;15;Medio
ALICANTE/ALACANT;ORIHUELA;PREP. P.A. CFGS-C;OTROS;3;Bajo
ALICANTE/ALACANT;ORIHUELA;PREP. P.A. CFGS-C;VESPERTINO;5;Bajo
ALICANTE/ALACANT;ORIHUELA;PREP. P.A. CFGS-C;MATUTINO;2;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A1;OTROS;4;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A1;DIURNO;28;Alto
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A1;VESPERTINO;49;Alto
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A1;MATUTINO;4;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A2;OTROS;5;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A2;DIURNO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A2;VESPERTINO;53;Alto
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - A2;MATUTINO;2;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - B1;OTROS;14;Medio
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - B1;DIURNO;4;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - B1;VESPERTINO;67;Alto
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - B1;MATUTINO;9;Bajo
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - C1;OTROS;16;Medio
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - C1;DIURNO;16;Medio
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - C1;VESPERTINO;85;Alto
ALICANTE/ALACANT;ORIHUELA;CERT. CONOC. VALENCIANO - C1;MATUTINO;11;Medio
ALICANTE/ALACANT;ORIHUELA;ACCESO UNIV. M25 (A - ARTES Y HUMANIDADES);OTROS;1;Bajo
ALICANTE/ALACANT;ORIHUELA;ACCESO UNIV. M25 (A - ARTES Y HUMANIDADES);VESPERTINO;8;Bajo
ALICANTE/ALACANT;ORIHUELA;ACCESO UNIV. M25 (B - CIENCIAS);OTROS;3;Bajo
ALICANTE/ALACANT;ORIHUELA;ACCESO UNIV. M25 (B - CIENCIAS);VESPERTINO;12;Medio
ALICANTE/ALACANT;ORIHUELA;ACCESO UNIV. M25 (D - CCSS Y JUR.);OTROS;2;Bajo
ALICANTE/ALACANT;ORIHUELA;ACCESO UNIV. M25 (D - CCSS Y JUR.);VESPERTINO;7;Bajo
ALICANTE/ALACANT;ORIHUELA;ACCESO UNIV. M25 (D - CCSS Y JUR.);MATUTINO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;CASTELLANO LE - A1 INTERMEDIO;OTROS;3;Bajo
ALICANTE/ALACANT;ORIHUELA;CASTELLANO LE - A1 INTERMEDIO;DIURNO;3;Bajo
ALICANTE/ALACANT;ORIHUELA;CASTELLANO LE - A1 INTERMEDIO;VESPERTINO;43;Alto
ALICANTE/ALACANT;ORIHUELA;CASTELLANO LE - A1 INTERMEDIO;MATUTINO;7;Bajo
ALICANTE/ALACANT;ORIHUELA;CASTELLANO LE - A2 INTERMEDIO;DIURNO;3;Bajo
ALICANTE/ALACANT;ORIHUELA;CASTELLANO LE - A2 INTERMEDIO;VESPERTINO;35;Alto
ALICANTE/ALACANT;ORIHUELA;CASTELLANO LE - A2 INTERMEDIO;MATUTINO;8;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS A2 - 2 HORAS;OTROS;1;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS A2 - 2 HORAS;VESPERTINO;6;Bajo
ALICANTE/ALACANT;ORIHUELA;COMPETENCIA DIGITAL 4T - NIVEL 1;OTROS;2;Bajo
ALICANTE/ALACANT;ORIHUELA;COMPETENCIA DIGITAL 4T - NIVEL 1;VESPERTINO;15;Medio
ALICANTE/ALACANT;ORIHUELA;COMPETENCIA DIGITAL 4T - NIVEL 2;DIURNO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;COMPETENCIA DIGITAL 4T - NIVEL 2;VESPERTINO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS A1 - 3 HORAS;OTROS;1;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS A1 - 3 HORAS;DIURNO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS A1 - 3 HORAS;VESPERTINO;28;Alto
ALICANTE/ALACANT;ORIHUELA;INGLÉS A1 - 3 HORAS;MATUTINO;6;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS A2 - 3 HORAS;OTROS;3;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS A2 - 3 HORAS;VESPERTINO;40;Alto
ALICANTE/ALACANT;ORIHUELA;INGLÉS A2 - 3 HORAS;MATUTINO;4;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS B1 (PREINTERMEDIO) - 3 HORAS;OTROS;2;Bajo
ALICANTE/ALACANT;ORIHUELA;INGLÉS B1 (PREINTERMEDIO) - 3 HORAS;VESPERTINO;27;Alto
ALICANTE/ALACANT;ORIHUELA;COMPETENCIAS CLAVE - NIVEL 2;OTROS;1;Bajo
ALICANTE/ALACANT;ORIHUELA;COMPETENCIAS CLAVE - NIVEL 2;DIURNO;1;Bajo
ALICANTE/ALACANT;ORIHUELA;COMPETENCIAS CLAVE - NIVEL 2;VESPERTINO;34;Alto
ALICANTE/ALACANT;ORIHUELA;COMPETENCIAS CLAVE - NIVEL 2;MATUTINO;2;Bajo
ALICANTE/ALACANT;ORIHUELA;INCLUSIÓN SOCIAL Y CIUDADANA - 2H;VESPERTINO;8;Bajo
ALICANTE/ALACANT;ORIHUELA;MUNDO AUDIOVISUAL: CINE, RADIO Y FOTOGRAFÍA - 2H;OTROS;1;Bajo
ALICANTE/ALACANT;ORIHUELA;MUNDO AUDIOVISUAL: CINE, RADIO Y FOTOGRAFÍA - 2H;VESPERTINO;16;Medio
ALICANTE/ALACANT;ORIHUELA;MUNDO AUDIOVISUAL: CINE, RADIO Y FOTOGRAFÍA - 2H;MATUTINO;15;Medio
ALICANTE/ALACANT;PEDREGUER;NIVEL 1;VESPERTINO;5;Bajo
ALICANTE/ALACANT;PEDREGUER;NIVEL 3;VESPERTINO;6;Bajo
ALICANTE/ALACANT;PEDREGUER;GES 1;DIURNO;2;Bajo
ALICANTE/ALACANT;PEDREGUER;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;3;Bajo
ALICANTE/ALACANT;PEDREGUER;CERT. CONOC. VALENCIANO - B1;DIURNO;4;Bajo
ALICANTE/ALACANT;PEDREGUER;CERT. CONOC. VALENCIANO - B1;VESPERTINO;8;Bajo
ALICANTE/ALACANT;PEDREGUER;CERT. CONOC. VALENCIANO - C1;DIURNO;1;Bajo
ALICANTE/ALACANT;PEDREGUER;CERT. CONOC. VALENCIANO - C1;VESPERTINO;16;Medio
ALICANTE/ALACANT;PEDREGUER;CERT. CONOC. VALENCIANO - C2;DIURNO;3;Bajo
ALICANTE/ALACANT;PEDREGUER;CERT. CONOC. VALENCIANO - C2;VESPERTINO;12;Medio
ALICANTE/ALACANT;PEDREGUER;CASTELLANO LE - A1 INTERMEDIO;DIURNO;4;Bajo
ALICANTE/ALACANT;PEDREGUER;CASTELLANO LE - A1 INTERMEDIO;VESPERTINO;11;Medio
ALICANTE/ALACANT;PEDREGUER;CASTELLANO LE - A1 INTERMEDIO;MATUTINO;2;Bajo
ALICANTE/ALACANT;PEDREGUER;CASTELLANO LE - B1 INTERMEDIO;VESPERTINO;11;Medio
ALICANTE/ALACANT;PEDREGUER;INGLÉS A1 - 2 HORAS;VESPERTINO;10;Bajo
ALICANTE/ALACANT;PEDREGUER;INGLÉS A2 - 2 HORAS;VESPERTINO;12;Medio
ALICANTE/ALACANT;PEDREGUER;COMPETENCIA DIGITAL 4T - NIVEL 1;DIURNO;1;Bajo
ALICANTE/ALACANT;PEDREGUER;COMPETENCIA DIGITAL 4T - NIVEL 1;VESPERTINO;6;Bajo
ALICANTE/ALACANT;PEDREGUER;COMPETENCIA DIGITAL 4T - NIVEL 2;VESPERTINO;3;Bajo
ALICANTE/ALACANT;PEGO;PREP. PRUEBA GES - MÍNIMO;DIURNO;1;Bajo
ALICANTE/ALACANT;PEGO;PREP. PRUEBA GES - MÍNIMO;VESPERTINO;14;Medio
ALICANTE/ALACANT;PEGO;CERT. CONOC. VALENCIANO - B1;VESPERTINO;14;Medio
ALICANTE/ALACANT;PEGO;CERT. CONOC. VALENCIANO - C1;VESPERTINO;26;Alto
ALICANTE/ALACANT;PEGO;CERT. CONOC. VALENCIANO - C2;VESPERTINO;15;Medio
ALICANTE/ALACANT;PEGO;CURSOS ESPECÍFICOS DE CULTURA Y PATRIMONIO VALENCIANO;OTROS;1;Bajo
ALICANTE/ALACANT;PEGO;CURSOS ESPECÍFICOS DE CULTURA Y PATRIMONIO VALENCIANO;VESPERTINO;10;Bajo
ALICANTE/ALACANT;PEGO;INGLÉS A1 - 2 HORAS;VESPERTINO;13;Medio
ALICANTE/ALACANT;PEGO;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;23;Alto
ALICANTE/ALACANT;PEGO;CASTELLANO LE - A2 MÍNIMO;OTROS;1;Bajo
ALICANTE/ALACANT;PEGO;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;18;Medio
ALICANTE/ALACANT;PEGO;VALENCIANO LE - A2 MÍNIMO;OTROS;1;Bajo
ALICANTE/ALACANT;PEGO;VALENCIANO LE - A2 MÍNIMO;VESPERTINO;19;Medio
ALICANTE/ALACANT;PETRER;NIVEL 2;OTROS;4;Bajo
ALICANTE/ALACANT;PETRER;NIVEL 2;VESPERTINO;9;Bajo
ALICANTE/ALACANT;PETRER;NIVEL 3;NOCTURNO;25;Alto
ALICANTE/ALACANT;PETRER;GES 1;VESPERTINO;1;Bajo
ALICANTE/ALACANT;PETRER;GES 1;NOCTURNO;29;Alto
ALICANTE/ALACANT;PETRER;GES 2;VESPERTINO;15;Medio
ALICANTE/ALACANT;PETRER;GES 2;NOCTURNO;20;Medio
ALICANTE/ALACANT;PETRER;PREP. P.A. CFGS-A;VESPERTINO;14;Medio
ALICANTE/ALACANT;PETRER;PREP. P.A. CFGS-A;NOCTURNO;1;Bajo
ALICANTE/ALACANT;PETRER;CERT. CONOC. VALENCIANO - B1;VESPERTINO;22;Alto
ALICANTE/ALACANT;PETRER;CERT. CONOC. VALENCIANO - B2;VESPERTINO;15;Medio
ALICANTE/ALACANT;PETRER;CERT. CONOC. VALENCIANO - C1;VESPERTINO;20;Medio
ALICANTE/ALACANT;PETRER;CERT. CONOC. VALENCIANO - C2;VESPERTINO;5;Bajo
ALICANTE/ALACANT;PETRER;ACCESO UNIV. M25 (D - CCSS Y JUR.);VESPERTINO;15;Medio
ALICANTE/ALACANT;PETRER;INGLÉS A1 - 2 HORAS;VESPERTINO;52;Alto
ALICANTE/ALACANT;PETRER;COMPETENCIA DIGITAL - NIVEL 1;VESPERTINO;28;Alto
ALICANTE/ALACANT;PETRER;COMPETENCIA DIGITAL - NIVEL 2;VESPERTINO;35;Alto
ALICANTE/ALACANT;PETRER;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;7;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;NIVEL 1;OTROS;1;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;NIVEL 2;OTROS;4;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;NIVEL 2;VESPERTINO;1;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;NIVEL 3;OTROS;2;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;NIVEL 3;VESPERTINO;11;Medio
ALICANTE/ALACANT;PINÓS, EL/PINOSO;GES 1;OTROS;4;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;GES 1;VESPERTINO;7;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;PREP. PRUEBA GES - INTENSIVO;OTROS;3;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;10;Bajo
ALICANTE/ALACANT;PINÓS, EL/PINOSO;CASTELLANO LE - A1 MÍNIMO;VESPERTINO;25;Alto
ALICANTE/ALACANT;PINÓS, EL/PINOSO;CASTELLANO LE - A2 MÍNIMO;VESPERTINO;15;Medio
ALICANTE/ALACANT;RAFAL;GES 1;VESPERTINO;7;Bajo
ALICANTE/ALACANT;RAFAL;PREP. PRUEBA GES - INTENSIVO;OTROS;1;Bajo
ALICANTE/ALACANT;RAFAL;PREP. PRUEBA GES - INTENSIVO;VESPERTINO;9;Bajo
ALICANTE/ALACANT;RAFAL;CASTELLANO LE - A2 INTERMEDIO;VESPERTINO;11;Medio
ALICANTE/ALACANT;ROJALES;GES 1;OTROS;4;Bajo
ALICANTE/ALACANT;ROJALES;GES 1;DIURNO;22;Alto
ALICANTE/ALACANT;ROJALES;PREP. PRUEBA GES - MÍNIMO;DIURNO;16;Medio
ALICANTE/ALACANT;ROJALES;CASTELLANO LE - A1 MÍNIMO;OTROS;44;Alto
ALICANTE/ALACANT;ROJALES;CASTELLANO LE - A1 MÍNIMO;DIURNO;39;Alto
